id,name,continente,pais_produccion,ciudad_produccion,centro_produccion,titular,codigo_epd,producto,producto_asignado,compania_verificadora,referencia,ruta_de_produccion,contenido_reciclado_pct,gwp_total_kg_co2e_t,archivo,caracteristicas_funcionales,lat,lon
corrugated-steel-b500sd-varias-ver-columna-d-globalepd-001002-rev1,Corrugated steel B500SD - Varias (ver columna D) - GlobalEPD 001‑002 rev1,EUROPA,Spain / Portugal,Varias (ver columna D),"A.G. Siderúrgica Balboa (Jerez de los Caballeros); Celsa Atlantic (Laracha); CELSA (Castellbisbal); Corrugados Getafe (Getafe); Megasa Siderúrgica (Narón); Megasider Zaragoza (Zaragoza); Nervacero (Valle de Trápaga); Siderúrgica Sevillana (Alcalá de Guadaíra); SN Maia (Maia, PT); SN Seixal (Seixal, PT)",Asociación Sostenibilidad Siderúrgica,GlobalEPD 001‑002 rev1,"Barras corrugadas (productos largos de acero no aleado, laminados en caliente, procedentes de horno eléctrico)",Corrugated steel B500SD,AENOR (Entidad de certificación ENAC 1/C‑PR468),EN ISO 14025:2010; UNE 36904‑1:2018; EN 15804:2012+A1:2013/2014,EAF,85,533.04,GlobalEPD_001_002 rev1.pdf,El índice y las referencias indican explícitamente que se trata de una DAP de barras corrugadas y remiten a “Informe del Análisis del ciclo de vida para la DAP de barras corrugadas”. No dispongo en el extracto visible de la tabla de propiedades mecánicas.,40.90049337,-5.27593982
corrugated-steel-b500sd-valle-de-trapaga-vizcaya-sp08498-international-epd-system,Corrugated steel B500SD - Valle de Trápaga (Vizcaya) - S‑P‑08498 (International EPD® System),EUROPA,Spain,Valle de Trápaga (Vizcaya),"CELSA Nervacero, Barrio Ballonti s/n","NERVACERO, S.A. (CELSA Group™)",S‑P‑08498 (International EPD® System),Acero corrugado en barras y rollos,Corrugated steel B500SD,TECNALIA R&I Certificación S.L. (ENAC 125/C‑PR283),ISO 14025; EN 15804:2012+A2:2019/AC:2021; PCR 2019:14 v1.11,EAF,100,436,S-P-08498.pdf,El certificado y la portada identifican de forma clara el producto como acero corrugado en barras y rollos / reinforcing bars and coils. En el extracto disponible no aparece aún la tabla técnica de propiedades mecánicas.,43.3049937,-3.0372333
y1860-s7-dayton-tx-epd-ies-0016845,"Y1860 S7 - Dayton, TX - EPD-IES-0016845",AMERICA,United States of America,"Dayton, TX",Dayton TX production facility,Sumiden Wire,EPD-IES-0016845,Cordón de acero pretensado de siete alambres con recubrimiento epoxi,Y1860 S7,Dr. Freddy Navarro Pineda; LCACHECK S.A.S. de C.V.,"UL Part A: Life Cycle Assessment Calculation Rules and Report Requirements, v4.0 (2022); Part B: Steel Construction Product EPD Requirements, v2.0 (2020)",EAF,,2010,EPD document EPD-IES-0016845_001 en.pdf,"ASTM A882; cordón de acero pretensado de siete alambres con recubrimiento epoxi; tamaños 3/8”, 1/2” y 0.6”; para construcción estructural",30.0466051,-94.8852026
y1860-s7-dayton-tx-epd-ies-0016847,"Y1860 S7 - Dayton, TX - EPD-IES-0016847",AMERICA,United States of America,"Dayton, TX",Stockton CA; Dickson TN; Dayton TX,Sumiden Wire,EPD-IES-0016847,Cordón de acero pretensado de siete alambres sin recubrimiento,Y1860 S7,Dr. Freddy Navarro Pineda; LCACHECK S.A.S. de C.V.,"UL Part A: Life Cycle Assessment Calculation Rules and Report Requirements, v4.0 (2022); Part B: Steel Construction Product EPD Requirements, v2.0 (2020)",EAF,,1567,EPD document EPD-IES-0016847_001 en.pdf,"ASTM A416; cordón de acero de siete alambres de baja relajación; tamaños 1/2”, 0.52”, 9/16” y 0.6”; para construcción estructural",30.0466051,-94.8852026
y1860-s7-hejian-city-epd-ies-0015453,Y1860 S7 - Hejian City - EPD-IES-0015453,ASIA,China,Hejian City,,Silvery Dragon Prestressed Materials Co. Ltd. Tianjin,EPD-IES-0015453,Cordón de acero pretensado (PC strand),Y1860 S7,Matthew Fishwick; Fishwick Environmental Ltd.,EN 15804:2012+A2:2019/AC:2021,,20,2480,EPD document EPD-IES-0015453_001 en.pdf,"Cordón de acero pretensado de 3 o 7 alambres; diámetros de 9,3 a 21,6 mm; producto representativo: cordón liso de 7 alambres y 15,2 mm; resistencia a tracción 1770/1860/2000 MPa; baja relajación ≤2,5 %",38.4425293,116.0901457
y1860-s7-tarapur-maharashtra-pithampur-madhya-pradesh-epd-ies-0021821,"Y1860 S7 - Tarapur, Maharashtra; Pithampur, Madhya Pradesh - EPD-IES-0021821",ASIA,India,"Tarapur, Maharashtra; Pithampur, Madhya Pradesh",,Tata Steel Limited,EPD-IES-0021821,Alambre de hormigón pretensado de baja relajación (LRPC wire),Y1860 S7,Dr. Hüdai Kara; Metsims Sustainability Consulting,EN 15804:2012+A2:2019/AC:2021,,4,3140,EPD document_EPD-IES-0021821_001_en.pdf,"Alambre de 7 hilos; para pretensado de hormigón; suministro en bobina de 3 a 5 toneladas; diámetros 9.5–15.7 mm; grados 1770, 1860 y 1960 MPa; procesado termomecánicamente; baja relajación",21.23348,74.19037499999999
y1860-s7-batu-gajah-epditaly0950,Y1860 S7 - Batu Gajah - EPDITALY0950,ASIA,Malaysia,Batu Gajah,,WEI DAT STEEL WIRE SDN BHD,EPDITALY0950,Cordón PC de 7 alambres,Y1860 S7,ICMQ S.p.A.,EN 15804:2012+A2:2019,,,2960,EPD0950_-PC-Strand-Ver-1.7.pdf,Cordón de hormigón pretensado de 7 alambres; fabricado con acero de alto carbono 82B; alta resistencia a tracción; baja relajación; buena adherencia con el hormigón; disponible en varios diámetros y acabados,4.46916,101.04107
y1860-s7-bankhai-s-p-05640,Y1860 S7 - Bankhai - S-P-05640,ASIA,Tailandia,Bankhai,"The Siam Industrial Wire Co., Ltd.","The Siam Industrial Wire Co., Ltd.",S-P-05640,Cordón de acero pretensado (PC Strand),Y1860 S7,Claudia Peña Urrutia; The International EPD® System,EN 15804:2012+A2:2019,,43.38,2210,EPD document EPD-IES-0005640_002 (S-P-05640) en.pdf,Cordón de acero para hormigón pretensado; unidad declarada de 1 tonelada; uso en estructuras de hormigón pretensado,12.8713933654,101.315259935
y1860-s7-santander-s-p-07388,Y1860 S7 - Santander - S-P-07388,EUROPA,Spain,Santander,,Tycsa PSC – Grupo Celsa,S-P-07388,Alambre pretensado PF4,Y1860 S7,AENOR,EN 15804:2012+A2:2020,,96.984,385,S-P-07388 EPD-TYCSA-CelsaCircularSteel-EN.pdf,"Alambre para hormigón pretensado; 100 % acero; módulo de Young 205 GPa ± 10 %; alargamiento ≥ 3,5 %; relajación muy baja ≤ 2,5 % después de 1.000 h al 70 % Fm; producido con electricidad 100 % renovable con GdO",43.46472,-3.80444
y1860-s7-santander-s-p-07388,Y1860 S7 - Santander - S-P-07388,EUROPA,Spain,Santander,,Tycsa PSC – Grupo Celsa,S-P-07388,Cordón desnudo de 3 alambres PC4 / cordón desnudo de 7 alambres P61 / P62,Y1860 S7,AENOR,EN 15804:2012+A2:2020,,96.984,390,S-P-07388 EPD-TYCSA-CelsaCircularSteel-EN.pdf,"Cordones desnudos de 3 y 7 alambres para hormigón pretensado; 100 % acero; módulo de Young 195 GPa ± 10 %; alargamiento ≥ 3,5 %; relajación muy baja ≤ 2,5 % después de 1.000 h al 70 % Fm; producidos con electricidad 100 % renovable con GdO",43.46472,-3.80444
y1860-s7-santander-s-p-07388,Y1860 S7 - Santander - S-P-07388,EUROPA,Spain,Santander,,Tycsa PSC – Grupo Celsa,S-P-07388,Cordón envainado de 7 alambres P63,Y1860 S7,AENOR,EN 15804:2012+A2:2020,,96.984,587,S-P-07388 EPD-TYCSA-CelsaCircularSteel-EN.pdf,"Cordón envainado de 7 alambres para hormigón pretensado; 89,4–90,1 % acero; 6,8–9,1 % HDPE; 3,8–0,8 % grasa; módulo de Young 195 GPa ± 10 %; alargamiento ≥ 3,5 %; relajación muy baja ≤ 2,5 % después de 1.000 h al 70 % Fm; producido con electricidad 100 % renovable con GdO",43.46472,-3.80444
y1860-s7-s-romao-do-coronado-epd-ies-0015764,Y1860 S7 - S. Romão do Coronado - EPD-IES-0015764,EUROPA,Portugal,S. Romão do Coronado,,"SOCITREL – Sociedade Industrial de Trefilaria, S.A.",EPD-IES-0015764,"Cordón de acero pretensado (PC Strand) de 2, 3 y 7 alambres",Y1860 S7,Rubén Carnerero Acosta; IK Ingeniería S.L.,EN 15804:2012+A2:2019/AC:2021,,40.24,1020,EPD document EPD-IES-0015764_001 en.pdf,"Cordón de acero pretensado de 2, 3 y 7 alambres; diámetros de 4,50 mm, 5,20 mm y 6,85–16,00 mm; resistencia a tracción de 1860 a 2160 MPa; superficie lisa o indentada",41.297222,-8.563056
y1860-s7-anca-s-p-13304,Y1860 S7 - Ançã - S-P-13304,EUROPA,Portugal,Ançã,"Fapricela – Indústria de Trefilaria, S.A.","Fapricela – Indústria de Trefilaria, S.A.",S-P-13304,Acero pretensado estándar,Y1860 S7,Elisabet Amat; GREENIZE,EN 15804:2012+A2:2019/AC:2021,,54,,EPD document S-P-13304 en.pdf,"Producto promedio ponderado; incluye Standard PC strand 2/3/7 wires, Standard PC wire y Standard Bars; acero de baja relajación; superficie lisa/indentada; para pretensado y postensado de hormigón; resistencia a tracción 1570–2160 MPa; módulo de elasticidad 185–215 GPa",40.27161,-8.5209
y1860-s7-as-pontes-de-garcia-rodriguez-s-p-11535,Y1860 S7 - As Pontes de García Rodríguez - S-P-11535,EUROPA,Spain,As Pontes de García Rodríguez,"Gallega de cordones y alambres, S.L.","Gallega de cordones y alambres, S.L.",S-P-11535,TRENZA DE ACERO PARA HORMIGÓN PRETENSADO (PC STRAND),Y1860 S7,Marcel Gómez Ferrer; The International EPD® System,EN 15804:2012+A2:2019/AC:2021,,48.18,1840,EPD document S-P-11535 en.pdf,"Acero de siete alambres de alta resistencia trenzados; para refuerzo de hormigón pretensado; diámetros de 9,3 a 16 mm; designaciones Y 1860 S7 (9,3 mm), Y 1860 S7 (13,0 mm), Y 1860 S7 (15,2 mm), Y 1770 S7 (16,0 mm); densidad 7,85 kg/m³; resistencia a tracción > 1875 MPa",43.45266,-7.85178
y1860-s7-linkoping-s-p-02400,Y1860 S7 - Linköping - S-P-02400,EUROPA,Sweden,Linköping,Hjulsbro Steel,Hjulsbro Steel AB,S-P-02400,PC-strand – acero pretensado para refuerzo de hormigón,Y1860 S7,DNV Business Assurance Italy S.r.l.,EN 15804:2012+A2:2019,,76,1260,EPD document_EPD-IES-0002400_004 (S-P-02400)_en.pdf,"Cordón PC de 3 y 7 alambres sin recubrimiento; 3 alambres de 6,5 a 7,5 mm; 7 alambres de 9,3 a 15,7 mm; fabricado a partir de alambrón de acero de baja aleación trefilado y torcido",58.41086,15.62157
y1860-s7-dilovas-kocaeli-breg-en-epd-000581,"Y1860 S7 - Dilovası, Kocaeli - BREG EN EPD 000581",EUROPA / ASIA,Turkey,"Dilovası, Kocaeli","Yazici Iron and Steel Co. Inc., Kocaeli (DNA PC Wire and Strand)","Yazici Iron and Steel Co. Inc., Kocaeli (DNA PC Wire and Strand)",BREG EN EPD 000581,Alambre y torón de acero de pretensado de alta resistencia para el pretensado de hormigón,Y1860 S7,Pat Hermon,EN 15804:2012+A2:2019,EAF,93.2,1040,BREG EN EPD No. 000581.pdf,Para pretensado de hormigón; densidad 7.81 kg/dm3; módulo de elasticidad 205 GPa (wire) y 195 GPa (strand); resistencia a tracción nominal 1670–1860 MPa; Agt 3.5%; relajación máxima a 1000 h 2.5%,40.77972,29.535
y1860-s7-shah-alam-cares-epd-0044,Y1860 S7 - Shah Alam - CARES EPD 0044,ASIA,Malaysia,Shah Alam,Southern PC Steel Sdn Bhd,Southern PC Steel Sdn Bhd,CARES EPD 0044,Productos de alambre y torón de acero de alta resistencia para el pretensado de hormigón,Y1860 S7,Dr Jane Anderson,EN 15804:2012+A2:2019/AC2021,BF-BOF,13.6,2810,CARES EPD 0044.pdf,Para pretensado de hormigón; densidad 7810 kg/m3; módulo de elasticidad 195 GPa; resistencia a tracción nominal 1670–1860 MPa; Agt mín. 3.5%; relajación máxima a 1000 h mín. 2.5%,3.08507,101.53281
y1860-s7-jiangyin-cares-epd-0030,Y1860 S7 - Jiangyin - CARES EPD 0030,ASIA,China,Jiangyin,Jiangyin Fasten Steel Products Co. Ltd,Jiangyin Fasten Steel Products Co. Ltd,CARES EPD 0030,Productos de cordón de acero de alta resistencia para el pretensado de hormigón,Y1860 S7,Dr Jane Anderson,EN 15804:2012 + A2:2019/AC2021,EAF,81.7,1030,CARES EPD 0030.pdf,Densidad 7810 kg/m3; módulo de elasticidad 195 GPa; resistencia nominal a tracción 1670–1860 MPa; Agt mín. 3.5%; relajación máxima a 1000 h mín. 2.5%,31.9215518,120.2808847
y1860-s7-miskolc-epd-dd-001-20,Y1860 S7 - Miskolc - EPD-DD-001-20,EUROPA,Hungary,Miskolc,,D&D Wire Industrial and Trading Co. Ltd,EPD-DD-001-20,Alambres y cordones estabilizados para pretensado de hormigón,Y1860 S7,ICMQ,EN 15804:2012+A1:2013,,,2530,EPDItaly_DD_v7_v2_finale.pdf,"Productos de acero de alta resistencia para pretensado; alambres estabilizados por tratamiento termo-mecánico; cordones de 2, 3 o 7 alambres; aptos para elementos estructurales pretensados",48.1,20.78333
y1860-s7-runowo-krajenskie-itb-no-128-2020,Y1860 S7 - Runowo Krajeńskie - ITB No. 128/2020,EUROPA,Poland,Runowo Krajeńskie,,SBN RUNOWO Sp. z o.o.,ITB No. 128/2020,Productos de acero para refuerzo de hormigón y pretensado,Y1860 S7,,EN 15804:2012+A1,,,1240,ITB-EPD_128_SBN-Runowo-Steel-products-for-concrete-reinforcement-and-prestressing.pdf,"Malla soldada para refuerzo; barras/alambre corrugado B500A, 5–12 mm; elementos doblados de malla; cordón de pretensado Y1860S7 de 7 alambres; alambre de pretensado Y1670C/Y1570C, liso o indentado",53.32981,17.45419
y1860-s7-chieti-scalo-epd-ies-0014582,Y1860 S7 - Chieti Scalo - EPD-IES-0014582,EUROPA,Italy,Chieti Scalo,Stabilimento di Chieti Scalo (CH),Trafilerie Meridionali S.p.A.,EPD-IES-0014582,Trefolo para hormigón pretensado (c.a.p.),Y1860 S7,ICMQ (GVI),EN 15804:2012+A2:2019/AC:2021,,60.1,1700,EPD document EPD-IES-0014582_001 it.pdf,"Trefolo de 7 alambres; diámetros 3/8'', 1/2'', 1/2'' S, 6/10'', 6/10'' S; resistencia mínima fp1k 1670 N/mm²; resistencia mínima fptk 1860 N/mm²; alargamiento a carga máxima 3.5%; módulo elástico 201000 N/mm²",42.3392,14.1405
y1860-s7-tianjin-cares-epd-0045,Y1860 S7 - Tianjin - CARES EPD 0045,ASIA,China,Tianjin,"Tianjin NTS Flourish Co., Ltd","Tianjin NTS Flourish Co., Ltd",CARES EPD 0045,Cordón de acero de alta resistencia para el pretensado de hormigón,Y1860 S7,Dr Jane Anderson,EN 15804:2012 + A2:2019/AC2021,BF-BOF,13.6,2570,CARES EPD 0045.pdf,Cordón de acero de alta resistencia; densidad 7810 kg/m3; módulo de elasticidad 195 GPa; fuerza de prueba característica Fp0.1 62.2–334 kN; resistencia nominal a tracción 1670–1860 MPa; Agt mín. 3.5%; relajación máxima a 1000 h mín. 2.5%,39.0844897,117.1956724
s355-offshore-linz-epd-voe-20230094-iba1-en,S355 Offshore - Linz - EPD-VOE-20230094-IBA1-EN,EUROPA,Austria,Linz,Linz site,voestalpine AG,EPD-VOE-20230094-IBA1-EN,Placas gruesas,S355 Offshore,Institut Bauen und Umwelt e.V. (IBU); Dr.-Ing. Andreas Ciroth,EN 15804:2012+A2:2019,BF-BOF + laminación,,2430,2023-EPD-Heavy-plates-voestalpine-EN-17042023.pdf,Densidad 7850 kg/m³; espesor 5–200 mm; longitud y anchura máximas 18 × 4 m; resistencia mínima a la fluencia 165 N/mm²; resistencia mínima a la tracción 270 N/mm²; elongación mínima 14 %,48.30639,14.28611
s355-offshore-raahe-oxelosund-epd-ies-0022733,S355 Offshore - Raahe; Oxelösund - EPD-IES-0022733,EUROPA,Finlandia; Suecia,Raahe; Oxelösund,SSAB Europe Oy; SSAB EMEA AB,SSAB Europe Oy,EPD-IES-0022733,Placas de acero laminadas en caliente,S355 Offshore,Dalemarken AB; David Althoff Palm,EN 15804:2012+A2:2019/AC:2021,BF-BOF + laminación,20.9,2220,EPD-SSAB-Hot-Rolled-Steel-Plates.pdf,"Espesor 3.2–160 mm; anchura 1000–3350 mm; longitud máxima 22200 mm; aceros estructurales, resistentes al desgaste, de protección, de ingeniería y para herramientas; alta resistencia y conformabilidad",61.67695,20.792425
s355-offshore-ilsenburg-mulheim-an-der-ruhr-epd-sal-20230562-ibd1-en,S355 Offshore - Ilsenburg; Mülheim an der Ruhr - EPD-SAL-20230562-IBD1-EN,EUROPA,Germany,Ilsenburg; Mülheim an der Ruhr,Ilsenburger Grobblech GmbH; Salzgitter Mannesmann Grobblech GmbH,Salzgitter AG,EPD-SAL-20230562-IBD1-EN,Placa gruesa de acero eléctrico basado en chatarra,S355 Offshore,Institut Bauen und Umwelt e.V. (IBU); Prof. Dr. Birgit Grahl,EN 15804:2012+A2:2019,EAF + laminación,100,590.9,Heavy_plate_from_scrap-based_electric_steel.pdf,Densidad 7850 kg/m³; espesor 5–175 mm; dimensiones máximas 24 × 4.8 m; resistencia mínima a la fluencia 165 N/mm²; resistencia mínima a la tracción 270 N/mm²; elongación mínima 14 %; material clase A1,51.51632050000001,10.564848
s355-offshore-frederiksvk-s-p-13212,S355 Offshore - Frederiksvæk - S-P-13212,EUROPA,Denmark,Frederiksvæk,NLMK DanSteel A/S,NLMK DanSteel A/S,S-P-13212,Placa de acero sin recubrimiento laminada en caliente,S355 Offshore,Universidad Tecnológica Nacional Facultad Regional Mendoza (UTN FRM); Bárbara M. Civit,EN 15804:2012+A2:2019/AC:2021,,7.2,2590,NLMK-DanSteel-EPD-SP13212-.pdf,Superficie rugosa y sin recubrimientos; espesor 5–220 mm; anchura hasta 4.2 m; longitud hasta 32 m; densidad 7850 kg/m³; límite elástico mínimo 185–460 MPa,55.971806,12.018968
s355-offshore-gijon-epd-ies-0022451-001,S355 Offshore - Gijon - EPD-IES-0022451:001,EUROPA,Spain,Gijon,ArcelorMittal Asturias (Gijon),ArcelorMittal Europe – Flat Products,EPD-IES-0022451:001,Placas gruesas de acero,S355 Offshore,Fishwick Environmental Ltd; Dr Matthew Fishwick,EN 15804:2012+A2:2019/AC:2021,BF-BOF + laminación,2,2700,EPD-IES-0022451_heavy plates standard--1cb8a575b72d789a978ccc44a624eb44.pdf,"Producto laminado en caliente en tren quarto; espesores 6–150 mm; ancho hasta 3300 mm; longitud 4–25 m; peso de placa hasta 19 t; apto para oxicorte, doblado, perforación y soldadura",43.5322493,-5.6609733
s355-offshore-dillingen-dunkirk-epd-bfs-20230270-ibg1-en,S355 Offshore - Dillingen; Dunkirk - EPD-BFS-20230270-IBG1-EN,EUROPA,Germany; France,Dillingen; Dunkirk,Dillinger,bauforumstahl e.V.,EPD-BFS-20230270-IBG1-EN,Acero estructural: placas gruesas,S355 Offshore,Institut Bauen und Umwelt e.V. (IBU); Dr.-Ing. Nikolay Minkov,EN 15804+A2,BF-BOF + laminación,,2060,Structural-Steel-Heavy-Plates-EPD-BFS-20230270-IBG1-EN.pdf,Producto laminado en caliente en tren quarto; grados S235 a S960; espesor 5–510 mm; ancho 1000–5200 mm; densidad 7850 kg/m³; módulo de elasticidad 210000 N/mm²; clase A1,50.19427,4.552405
s355-offshore-charleroi-gijon-s-p-10991,S355 Offshore - Charleroi; Gijon - S-P-10991,EUROPA,Belgium; Spain,Charleroi; Gijon,ArcelorMittal Industeel Belgium; ArcelorMittal Asturias (Gijon),ArcelorMittal Europe – Flat Products,S-P-10991,Placas gruesas de acero XCarb® reciclado y producido con energía renovable,S355 Offshore,Fishwick Environmental Ltd; Dr Matthew Fishwick,EN 15804:2012+A2:2019/AC:2021,EAF + laminación,20.6,914,epd-xcarb-rrp-heavy-pates.pdf,"Producto laminado en caliente en tren quarto; espesores 5–120 mm; ancho 1400–3300 mm; grados S355JR/J0/J2/K2+N, S355N, AH36 y DH36; apto para oxicorte, doblado, perforación y soldadura",46.97180465,-0.6082466499999999
s355-offshore-tangshan-epd-ies-0025361-001,S355 Offshore - Tangshan - EPD-IES-0025361:001,ASIA,China,Tangshan,"Shougang Jingtang United Iron & Steel Co., Ltd.","Beijing Shougang co.,Ltd",EPD-IES-0025361:001,Placas medianas y gruesas tratadas térmicamente,S355 Offshore,Fishwick Environmental Ltd. – Matthew Fishwick,EN 15804:2012+A2:2019/AC:2021,BF-BOF + laminación,0.021,2500,EPD document EPD-IES-0025361_001 en.pdf,Espesor 5-380 mm; ancho máximo 4100 mm; espesor máximo de placa con END calificado 252 mm; productos incluidos EN 10025-3 y EN 10025-6; CE 0035-CPR-A206,39.6295951,118.1738712
s355-offshore-yingkou-epd-ies-0020339,S355 Offshore - Yingkou - EPD-IES-0020339,ASIA,China,Yingkou,,"JINGYE (YINGKOU) MEDIUM PLATE CO., LTD.",EPD-IES-0020339,Placas de acero,S355 Offshore,IVL Swedish Environmental Research Institute – Rui Wang,EN 15804:2012+A2:2019/AC:2021,,,2740,EPD document EPD-IES-0020339_004 en.pdf,"Acero al carbono de baja aleación; producto representativo ASTM A36; espesores 6-200 mm, 6-150 mm, 6-120 mm, 10-80 mm y 10-100 mm; anchos 1200-4500 mm o 1200-3000 mm; longitudes 4000-25000 mm o 4000-13000 mm",40.6747155,122.2357736
s355-offshore-sukadanau-cikarang-barat-bekasi-epd-ies-0004682-002-s-p-04682,"S355 Offshore - Sukadanau, Cikarang Barat, Bekasi - EPD-IES-0004682:002 (S-P-04682)",ASIA,Indonesia,"Sukadanau, Cikarang Barat, Bekasi",,PT Gunung Raja Paksi Tbk,EPD-IES-0004682:002 (S-P-04682),Placa laminada en caliente,S355 Offshore,PINDA LCT SpA; Claudia Peña,EN 15804:2012+A2:2019/AC:2021,EAF + laminación,76.6,1800,EPD document_EPD-IES-0004682_004 (S-P-04682)_en.pdf,"acero estructural dulce, de alta resistencia y resistente a la intemperie; límite elástico nominal 250 MPa y 350 MPa; ancho máximo 3 000 mm; longitud máxima 12 000 mm",-6.2349,106.9896
s355-offshore-kota-cilegon-epd-ies-0019978-001,S355 Offshore - Kota Cilegon - EPD-IES-0019978:001,ASIA,Indonesia,Kota Cilegon,PT Krakatau Posco,PT Krakatau Posco,EPD-IES-0019978:001,Placa de acero,S355 Offshore,PINDA LCT SpA; Claudia A. Peña,EN 15804:2012+A2:2019/AC:2021,BF-BOF + laminación,7,2450,EPD document EPD-IES-0019978_002 en.pdf,"placa de acero personalizable; control automático informatizado; requisitos de composición química, dimensiones, forma, calidad superficial e interna; soldabilidad y anticorrosión según la aplicación",-5.9684985,105.9214232
s355-offshore-angul-epd-ies-0016478,S355 Offshore - Angul - EPD-IES-0016478,ASIA,India,Angul,Jindal Steel & Power,Jindal Steel & Power,EPD-IES-0016478,Placas de acero,S355 Offshore,Metsims Sustainability Consulting; Dr. Hüdai Kara,EN 15804:2012+A2:2019/AC:2021,EAF + laminación,20,2523.49,EPD document EPD-IES-0016478_001 en.pdf,espesor 8–150 mm; ancho máximo 4 900 mm; longitud máxima 24 000 mm; peso máximo de placa 30 MT; alta adherencia dimensional y solidez interna,20.84089,85.10192
s355-offshore-horale-khalapur-raigarh-epd-ies-0013554,"S355 Offshore - Horale, Khalapur, Raigarh - EPD-IES-0013554",ASIA,India,"Horale, Khalapur, Raigarh",Namco Industries Pvt. Ltd.,Namco Industries Pvt. Ltd.,EPD-IES-0013554,Placa de acero,S355 Offshore,Metsims Sustainability Consulting; Dr. Hüdai Kara,EN 15804:2012+A2:2019/AC:2021,,0,2970,EPD document EPD-IES-0013554_001 (S-P-13554) en.pdf,placa estructural de acero dulce y de alta resistencia; espesores 10–150 mm; anchos 850–2500 mm; longitud hasta 12 000 mm; grados EN S235/S275/S355 e indios E250/E275/E300/E350,18.834003,73.288712
s355-offshore-anjar-s-p-13786,S355 Offshore - Anjar - S-P-13786,ASIA,India,Anjar,"JSW Steel Ltd, Anjar works","JSW Steel Ltd, Anjar works",S-P-13786,Placa de acero,S355 Offshore,Metsims Sustainability Consulting; Dr. Hüdai Kara,EN 15804:2012+A2:2019/AC:2021,,0,3260,EPD document EPD-IES-0013786_001 (S-P-13786) en.pdf,"espesores 8–150 mm; anchos 600–4500 mm; longitud hasta 28 000 mm; optimizada para resistencia, ductilidad, tenacidad, durabilidad y versatilidad",23.11316,70.02671
s355-offshore-songak-eup-dangjin-si-s-p-11676,"S355 Offshore - Songak-eup, Dangjin-si - S-P-11676",ASIA,República de Corea,"Songak-eup, Dangjin-si",Dangjin factory of Dongkuk Steel,"DONGKUK STEEL MILL CO., LTD.",S-P-11676,Placa de acero (tratamiento térmico),S355 Offshore,Certiquality Srl; Noh-hyun Lim,EN 15804:2012+A2:2019/AC:2021,,,2450,EPD document S-P-11676 en.pdf,"placa de acero de más de 6 mm; productos TMCP y Normalized; para construcción, puentes, barcos y estructuras marinas",36.9032113,126.6902489
s355-offshore-songak-eup-dangjin-si-s-p-11673,"S355 Offshore - Songak-eup, Dangjin-si - S-P-11673",ASIA,República de Corea,"Songak-eup, Dangjin-si",Dangjin factory of Dongkuk Steel,"DONGKUK STEEL MILL CO., LTD.",S-P-11673,Placa de acero (sin tratamiento térmico),S355 Offshore,Certiquality Srl; Noh-hyun Lim,EN 15804:2012+A2:2019/AC:2021,,,2310,EPD document S-P-11673 en.pdf,"placa de acero de más de 6 mm; productos TMCP y Normalized; para construcción, puentes, barcos y estructuras marinas",36.9032113,126.6902489
s355-offshore-pohang-si-gwangyang-si-epd-ies-0015086-001,S355 Offshore - Pohang-si; Gwangyang-si - EPD-IES-0015086:001,ASIA,República de Corea,Pohang-si; Gwangyang-si,Pohang Steelworks; Gwangyang Steelworks,POSCO,EPD-IES-0015086:001,Placa de acero,S355 Offshore,Certiquality Srl; Noh-hyun Lim,EN 15804:2012+A2:2019/AC:2021,,3.7,2330,EPD document EPD-IES-0015086_001 en.pdf,placa de acero con especificaciones para construcción naval y uso estructural y mecánico,35.5617,128.48808
s355-offshore-tangshan-city-epd-ies-0025361-001,S355 Offshore - Tangshan City - EPD-IES-0025361:001,ASIA,China,Tangshan City,"Shougang Jingtang United Iron & Steel Co., Ltd.","Beijing Shougang co.,Ltd",EPD-IES-0025361:001,Placas medianas y gruesas tratadas térmicamente,S355 Offshore,Fishwick Environmental Ltd.; Matthew Fishwick,EN 15804:2012+A2:2019/AC:2021; ISO 21930:2017,BF-BOF + laminación,2.1,2500,EPD document EPD-IES-0025361_001 en.pdf,"espesor 5–380 mm; ancho máximo 4100 mm; espesor máximo con ensayo no destructivo 252 mm; niveles S235–S960; uso en construcción naval y offshore, eólica, gasoductos, refinación, estructuras y maquinaria de ingeniería",39.6295951,118.1738712
