Código;NombreArchivo;AñoRedacción;Localización geográfica (País y Región);Completitud (Completo / Incompleto);Tipo de documento principal;Tipo de infraestructura;Contenido;Índice;Autor del documento;Propiedad del documento;ID;Título;Año;Clase;Tipo de contenido;Procedimiento administrativo;Notas
OFF0038;Documento de inicio.pdf;2021;"España | Andalucía (Almería: costa este entre San José y Carboneras; nudo Litoral 400 kV – Transición Justa)";Completo;Permitting / tramitación;Parque eólico marino flotante + fondeos/anclajes + cables submarinos + transición mar-tierra (zanja/PHD) + evacuación terrestre + subestación terrestre + conexión a red (Litoral 400 kV);Documento Inicial de Proyecto del “Parque Eólico Marino Mar de Ágata”, fechado en agosto de 2021, para iniciar el procedimiento de evaluación de impacto ambiental ordinaria y solicitar el Documento de Alcance del EsIA (Ley 21/2013). El promotor es Parque Eólico Marino Mar de Ágata S.L. (sociedad entre Bluefloat Energy y Sener Renewable Investments). El proyecto plantea un parque eólico marino flotante de alrededor de 300 MW frente a la costa este de Almería, entre los municipios de San José y Carboneras, con criterios de selección basados en recurso eólico, batimetría, distancia a costa, compatibilidades ambientales, tráfico marítimo y pesca. Describe los elementos del proyecto: aerogeneradores, plataformas flotantes, sistemas de sujeción al lecho marino, cables submarinos, soluciones de aterrizaje (zanja abierta y Perforación Horizontal Dirigida), arquetas, conducción subterránea, subestación terrestre y líneas de conexión. Incluye diagnóstico territorial (medio físico/biótico y socioeconómico), análisis de alternativas y evaluación preliminar de efectos, medidas y programa de vigilancia.;"1. Introducción (1.1 Objeto; 1.2 Transición energética; 1.3 Papel de la eólica marina); 2. Motivación del procedimiento de evaluación ambiental; 3. Justificación de la actuación; 4. Ubicación del proyecto (criterios: nudo Transición Justa, recurso eólico, batimetría/distancia, conexión red, zonificación, espacios protegidos, pesca, tráfico, etc.); 5. Definición y características (infraestructuras marítimas: aerogeneradores, plataformas, sujeción, cables; transición mar-tierra: open cut/PHD; infraestructuras terrestres: arquetas, conducción, subestación, líneas; metodología constructiva; vulnerabilidad); 6. Diagnóstico del territorio (medio físico/biológico/socioeconómico terrestre y marino; paisaje); 7. Análisis de alternativas (marinas y terrestres); 8. Evaluación de efectos; 9. Medidas; 10. Programa de seguimiento y vigilancia; 11. Conclusiones; 12. Autores; 13. Referencias.";SENER (Ingeniería) + Tecnoambiente (Consultor ambiental);Parque Eólico Marino Mar de Ágata S.L.;OFF0038-1;Parque eólico marino “Mar de Ágata”, de 300 MW, frente a la costa de Níjar y Carboneras (Almería);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0039;DOCUMENTO INICIAL.pdf;2021;"España | Galicia (A Coruña y Lugo, Costa Ártabra; alternativas de aterraje Sabón/Arteixo y Xove/Cervo)";Completo;Permitting / tramitación;Parque eólico marino flotante + plataformas + fondeos/anclajes + cables submarinos + subestación marina + transición mar-tierra + cable terrestre + subestación terrestre (REE);Documento Inicial de Proyecto (DIP) para solicitar al MITECO el Documento de Alcance del EsIA ordinario del “Parque Eólico Marino Flotante San Brandán” (junio 2021). Promovido por Iberdrola, plantea un parque eólico marino flotante en la Costa Ártabra para aprovechar el recurso eólico offshore y evacuar la energía a una subestación de Red Eléctrica de España en tierra. Describe el proyecto y sus elementos: aerogeneradores (referencia ~14 MW) sobre plataformas flotantes, sistemas de anclaje y líneas de fondeo, cables submarinos (interconexión y exportación), subestación marina, transición marítimo-terrestre (incluyendo soluciones tipo zanja/PHD y arquetas de conexión), tendido terrestre hasta subestación y subestación terrestre. Desarrolla un amplio diagnóstico territorial marino y terrestre (medio físico, biótico y socioeconómico), vulnerabilidad y riesgos, análisis de alternativas (alternativas marinas y varios aterrajes: Repibelo/Sabón/Esteiro/Portocelo/Limosa), evaluación preliminar de efectos, medidas y programa de vigilancia ambiental.;"1. Introducción (objeto, justificación, encaje transición energética, criterios emplazamiento, evaluación área seleccionada); 2. Marco legal; 3. Descripción del proyecto (ubicación, elementos: aerogeneradores, plataformas, anclaje, cables, subestación marina, transición mar-tierra, arquetas, tendido y subestación terrestre; plan de implementación, O&M y desmantelamiento); 4. Diagnóstico del territorio (medio terrestre y marino; paisaje; vulnerabilidad y riesgos); 5. Análisis de alternativas; 6. Evaluación de los efectos del proyecto; 7. Medidas preventivas/correctoras/compensatorias; 8. Estudio de sinergias y efectos acumulativos; 9. Programa de seguimiento y vigilancia ambiental; 10. Conclusiones; 11. Referencias; Anexos (mapas/planos).";IBERDROLA S.A. (Equipo de Proyecto);IBERDROLA S.A.;OFF0039-1;Parque eólico marino flotante “San Brandán”, de 490 MW, al norte de la provincia de A Coruña, al oeste del cabo Ortegal;2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0040;DOC INICIO A CONSULTAS.pdf;2021;"España | Galicia (Lugo, Mariña Lucense: Xove/Cervo; “San Cibrao”)";Completo;Permitting / tramitación;Parque eólico marino flotante + plataformas + fondeos/anclajes + cables submarinos + subestación marina + transición mar-tierra (PHD/zanja) + cable terrestre + subestación terrestre (conexión a red);Documento Inicial de Proyecto (DIP) para iniciar el procedimiento de evaluación de impacto ambiental y solicitar el Documento de Alcance del EsIA ordinario del “Parque Eólico Marino Flotante San Cibrao” (junio 2021). El promotor es IBERDROLA S.A. El proyecto contempla la construcción de un parque eólico marino flotante y su línea de evacuación hasta subestaciones en tierra, con una potencia prevista indicada de 490 MW y una producción anual neta estimada de 1.500 GWh/año. Describe los principales elementos: aerogeneradores sobre plataformas flotantes, sistemas de anclaje/fondeo, cables submarinos (interconexión y exportación), subestación marina, transición marítimo-terrestre (incluyendo alternativas con perforación horizontal dirigida y/o zanja), arquetas de conexión, tendidos terrestres y subestación en tierra. Incluye plan de implementación (diseño, fabricación, operaciones marinas y terrestres, O&M y desmantelamiento), diagnóstico ambiental (medio terrestre y marino), análisis de alternativas (incl. aterrajes Esteiro/Portocelo/Limosa) y evaluación preliminar de efectos, medidas y PVA.;"1. Introducción; 2. Marco legal; 3. Descripción del proyecto (ubicación; elementos: aerogeneradores, plataformas, sistemas de anclaje, cables submarinos, subestación marina, transición mar-tierra, arquetas, tendidos, subestación terrestre; plan de implementación; O&M; desmantelamiento); 4. Diagnóstico del territorio (medio terrestre; medio marino; paisaje; vulnerabilidad y riesgos); 5. Análisis de alternativas; 6. Evaluación de efectos del proyecto; 7. Medidas para la protección del medio ambiente; 8. Estudio de sinergias y efectos acumulativos; 9. Programa de seguimiento y vigilancia ambiental; 10. Conclusiones; 11. Referencias; Anexos (mapas/planos).";IBERDROLA S.A. (Equipo de Proyecto);IBERDROLA S.A.;OFF0040-1;Parque eólico marino flotante “San Cibrao”, de 490 MW, al norte de la provincia de Lugo, al este del cabo Ortegal;2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0041;DIP_GEROA_001.pdf;2021;"España | País Vasco (Bizkaia: costa frente a Lemoiz/Armintza; conexión en BIMEP/Armintza)";Completo;Permitting / tramitación;Parque eólico marino flotante (45 MW) + fondeo SPM + cables submarinos 66 kV + transición mar-tierra (BMH) + canalización terrestre + subestación 66/132 kV;"Documento Inicial del Proyecto (DIP) del “Parque Eólico Marino Flotante GEROA” de 45 MW (junio 2021), promovido por ITSAS WIND S.L., para solicitar al órgano ambiental el Documento de Alcance del EsIA (Ley 21/2013; art. 34) en el marco del RD 1028/2007. El proyecto plantea un parque precomercial de 3 aerogeneradores marinos flotantes de 15 MW cada uno, ubicados aproximadamente a 10 km de la costa de Bizkaia. Describe la tecnología de plataforma flotante SATH (Saitec), las operaciones de fabricación en puerto, botadura, remolque e instalación, y el sistema de fondeo tipo Single Point Mooring (SPM) con líneas mixtas (cadena y fibra). Define el enlace eléctrico mediante cables submarinos de interconexión y evacuación a 66 kV, arqueta de transición mar-tierra (BMH), canalización terrestre hasta una subestación en tierra 66/132 kV, aprovechando parcialmente infraestructuras existentes de BiMEP (cables/subestación). Incluye alternativas, diagnóstico ambiental, vulnerabilidad, impactos preliminares, medidas y programa de vigilancia.";"1. Antecedentes; 2. Objeto del documento. Trámite ambiental; 3. Características, objetivos y ubicación del proyecto (3.1 Características: contexto; tecnología SATH; operaciones de instalación terrestres y marinas; enlace con la red eléctrica: cables interconexión, cable 66 kV evacuación, BMH, canalización, subestación 66/132 kV; 3.2 Objetivos; 3.3 Ubicación/análisis de viabilidad); 4. Definición y evaluación de alternativas; 5. Diagnóstico territorial. Estudio del medio; 6. Análisis de vulnerabilidad. Riesgos naturales; 7. Análisis de potenciales impactos; 8. Propuesta de medidas; 9. Programa de vigilancia y seguimiento ambiental; 10. Equipo redactor; 11. Referencias; Apéndice 1 Cartografía temática";ITSAS WIND S.L.;ITSAS WIND S.L.;OFF0041-4;Parque eólico marino flotante “Geroa”, de 45 MW, frente a la costa de Armintza (Bizkaia);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0041;DIP_GEROA_001.pdf;2021 (junio);"España | País Vasco (Bizkaia; costa frente a Armintza/Lemoiz; conexión a BiMEP)";Completo;Permitting / tramitación;Parque eólico marino (flotante) | Plataforma flotante SATH | Fondeo SPM | Cables submarinos interarray | Cable de evacuación 66 kV | Transición mar-tierra (PHD) | Canalización terrestre 66 kV | Subestación 66/132 kV;Documento Inicial del Proyecto (DIP) del Parque Eólico Marino Flotante “GEROA” (45 MW) para solicitar el Documento de Alcance del Estudio de Impacto Ambiental en el marco de la Ley 21/2013. El proyecto consiste en un parque precomercial de 3 aerogeneradores flotantes de 15 MW, a ~10 km de la costa de Bizkaia, orientado a demostrar y madurar la tecnología SATH (plataforma de hormigón pretensado) con sistema de fondeo tipo Single Point Mooring (SPM). Describe las operaciones de fabricación/ensamblaje en puerto, remolque e instalación marina, y el enlace eléctrico: cables submarinos de interconexión y evacuación a 66 kV, transición mar-tierra mediante perforaciones horizontales dirigidas (PHD) y uso/compatibilidad con infraestructuras existentes de BiMEP, canalización terrestre y subestación de tierra 66/132 kV junto a la ST Armintza existente. Incluye análisis de alternativas (emplazamiento y trazados), diagnóstico ambiental-territorial (medio físico, biótico y socioeconómico), vulnerabilidad y riesgos, impactos potenciales, medidas y programa de vigilancia.;"1. Antecedentes; 2. Objeto del documento. Trámite ambiental; 3. Características, objetivos y ubicación del proyecto (tecnología SATH; operaciones; enlace con red: cables 66 kV, arqueta transición, canalización, subestación 66/132 kV; análisis de viabilidad); 4. Definición y evaluación de alternativas (emplazamiento; evacuación submarina; evacuación terrestre; criterios y valoración); 5. Diagnóstico territorial. Estudio del medio; 6. Análisis de vulnerabilidad. Riesgos naturales; 7. Análisis de potenciales impactos; 8. Medidas preventivas/correctoras/compensatorias; 9. Programa de vigilancia y seguimiento ambiental; 10. Equipo redactor; 11. Referencias; Apéndice 1 Cartografía temática";"ITSAS WIND S.L. (promotor/redactor; equipo técnico interno indicado)";ITSAS WIND S.L.;OFF0041-4;Parque eólico marino flotante “Geroa”, de 45 MW, frente a la costa de Armintza (Bizkaia);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0042;DOCUMENTO INICIAL.pdf;2021;España | Canarias (Gran Canaria, costa sureste: Arinaga–Barranco de Tirajana);Completo;Permitting / tramitación;Parque eólico marino flotante + cables submarinos + transición mar-tierra (PHD) + cable terrestre + subestación terrestre;Documento Inicial de Proyecto para iniciar la evaluación de impacto ambiental ordinaria y solicitar el Documento de Alcance del EsIA del “Parque Eólico Marino Flotante San Borondón” (abril 2021). Promovido por Iberdrola S.A., plantea la construcción de un parque eólico marino flotante frente a la costa sureste de Gran Canaria, con una potencia total instalada de 238 MW y su evacuación hasta subestaciones en tierra. El proyecto contempla un arranque con planta piloto de 50 MW y una ampliación posterior de ~188 MW hasta alcanzar la capacidad total. Describe los elementos técnicos: aerogeneradores (referencia 14 MW), cimentaciones/plataformas flotantes, sistemas de anclaje y fondeo, cables submarinos, transición marítimo-terrestre mediante Perforación Horizontal Dirigida (PHD), arquetas de conexión, tendido eléctrico entre arqueta y subestación y subestación terrestre. Incluye plan de implementación, diagnóstico territorial (medio terrestre y marino), análisis de alternativas y evaluación preliminar de efectos, medidas y programa de vigilancia.;"1. Introducción (objeto; motivación EIA; justificación; metodología); 2. Marco legal; 3. Descripción del proyecto (ubicación; descripción general; elementos: aerogeneradores, cimentaciones flotantes, sistemas de anclaje, cables submarinos, transición marítimo-terrestre, arquetas, tendido eléctrico arqueta–subestación, subestación terrestre; plan de implementación); 4. Diagnóstico del territorio (ámbito; medio terrestre: físico/biótico/socioeconómico; medio marino: físico/biótico/socioeconómico; vulnerabilidad y riesgos); 5. Análisis de alternativas; 6. Evaluación de los efectos del proyecto; 7. Medidas para la protección del medio ambiente; 8. Programa de seguimiento y vigilancia ambiental; 9. Conclusiones; 10. Referencias; Anexo: mapas temáticos.";IBERDROLA S.A. (Equipo de Proyecto);IBERDROLA S.A.;OFF0042-2;Parque eólico marino flotante “San Borondón”, de 238 MW (sureste de Gran Canaria, Islas Canarias);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0042;DOCUMENTO DE ALCANCE.pdf;2021;España | Canarias (Gran Canaria, sureste);Completo;Permitting / tramitación;Parque eólico marino flotante (238 MW) + cables submarinos + transición mar-tierra + evacuación terrestre + subestación;Documento de alcance para la Evaluación de Impacto Ambiental del proyecto “Parque eólico marino flotante San Borondón” (238 MW) al sureste de Gran Canaria. Emitido por el Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección General de Calidad y Evaluación Ambiental, Subdirección General de Evaluación Ambiental), tras recibir el 20/05/2021 la solicitud de determinación de alcance y realizar consultas el 09/06/2021. Establece la amplitud y nivel de detalle exigidos al EsIA conforme a la Ley 21/2013, indicando contenidos mínimos para describir el proyecto por fases (construcción, explotación y desmantelamiento) y todas sus infraestructuras asociadas: aerogeneradores, plataformas flotantes, fondeos/anclajes, cables submarinos de interconexión y evacuación, salida a tierra (zanja y/o PHD), arqueta de transición, red subterránea terrestre, caminos/auxiliares y subestación transformadora. Define además requisitos de análisis de alternativas, inventario ambiental marino-terrestre, evaluación de impactos, efectos acumulados/sinérgicos, medidas y programa de vigilancia.;"1. Objeto y descripción del proyecto (1.1 Objeto y relación con planificación; 1.2 Características; 1.3 Recursos naturales; 1.4 Residuos; 1.5 Otros proyectos y efectos acumulados/sinérgicos); 2. Examen de alternativas y justificación (alternativa 0; alternativas de ubicación/diseño; fondeos; evacuación eléctrica; subestación); 3. Inventario ambiental y procesos clave (clima/oceanografía; geología/geomorfología; aire; agua; vegetación/flora/HIC terrestres; fauna terrestre; aves/quirópteros; fauna/flora/HIC marinos: bentos, ictiofauna, tortugas y mamíferos marinos; etc.); [continúa con evaluación de impactos, medidas y PVA]";Ministerio para la Transición Ecológica y el Reto Demográfico (DG Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0042-1;Parque eólico marino flotante “San Borondón”, de 238 MW (sureste de Gran Canaria, Islas Canarias);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0044;CANARRAY I (48MW) Documento Inicial.pdf;2021;"España | Canarias (Gran Canaria, sureste: frente a San Bartolomé de Tirajana / Santa Lucía de Tirajana; entorno Barranco de Tirajana–El Matorral)";Completo;Permitting / tramitación;Parque eólico marino flotante (experimental) + fondeos/anclajes + cables submarinos 66 kV + arqueta de transición + cable terrestre 66 kV + subestación 66 kV (nueva) + conexión a red REE;"Documento Inicial de Proyecto para la solicitud del alcance del EIA del “Parque eólico marino experimental CANARRAY I” (febrero 2021), promovido por CANARRAYS S.L. Plantea hasta 48 MW mediante 4 plataformas flotantes semisumergibles W2Power, con 2 aerogeneradores por plataforma (potencias entre 5 y 6 MW; rotor hasta ~155 m). Describe el sistema de amarre (tres líneas de cadena o híbridas con anclas de arrastre en fondo arenoso) y el esquema eléctrico: interconexión y evacuación a 66 kV en corriente alterna con tramos de cable dinámico y estático, soterrados mediante “ploughing”, enlazando plataformas en serie y llevando la energía a tierra. Define el aterraje próximo a la Central Térmica Barranco de Tirajana, con arqueta de transición (100–150 m de costa), canalización terrestre soterrada y una subestación nueva 66 kV con equipos de protección, control y medida para interconectar con la red de transporte (REE, entorno de SE Matorral 66 kV). Incluye diagnóstico ambiental, alternativas, evaluación preliminar de efectos, mitigación y análisis de vulnerabilidad.";"1. Introducción (1.1 Objeto instalación); 2. Definición y características del proyecto (2.1 Ubicación; 2.2 Descripción del proyecto: unidades de producción, línea de evacuación; 2.3 Viabilidad técnica); 3. Diagnóstico territorial y del medio ambiente (clima, aire, batimetría, fondos, hidrografía, masas de agua, criterios ecológicos, paisaje, usos, turismo, pesca/acuicultura, navegación, infraestructuras, población, servidumbres, patrimonio, OEM/POEM); 4. Alternativas e impactos (alternativa 0; alternativas de emplazamiento; aterraje y trazado en tierra; subestación; comparación; alternativa preferente); 5. Evaluación de efectos (construcción, operación, desmantelamiento; mitigación y vigilancia); 6. Vulnerabilidad ante riesgos/catástrofes; 7. Otros aprovechamientos y proyectos; 8. Notas finales y firmas.";Tecnoambiente;CANARRAYS S.L.;OFF0044-1;Parques eólicos marinos “Canarray I” (48 MW) y “Canarray II” (132 MW), frente a la costa del T. M. San Bartolomé de Tirajana (Gran Canaria);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0044;CANARRAY II (132MW) Documento Inicial.pdf;2021;"España | Canarias (Gran Canaria, sureste: frente a San Bartolomé de Tirajana y Santa Lucía de Tirajana; entorno CT Barranco de Tirajana)";Completo;Permitting / tramitación;Parque eólico marino flotante + fondeos/anclajes (anclas de arrastre) + cables submarinos 66 kV + arqueta de transición + cable terrestre 66 kV + subestación 66 kV + enlace 220 kV a red REE;Documento Inicial de Proyecto para la solicitud del alcance del EIA del “Parque eólico marino CANARRAY II” (febrero 2021), promovido por CANARRAYS S.L. El proyecto contempla 12 plataformas flotantes semisumergibles W2Power con 2 aerogeneradores por plataforma (24 aerogeneradores de 5–5,5 MW), alcanzando 132 MW totales. Se ubica en el mar territorial al sureste de Gran Canaria frente a San Bartolomé de Tirajana, con alternativas de polígono y justificación por recurso eólico, batimetría y compatibilidades. Describe sistema de amarre con 3 líneas (cadena o híbrido con fibras) y anclas de arrastre en fondo arenoso, y evacuación a 66 kV mediante cables interarray dinámicos/estáticos soterrados con técnica “ploughing”. El aterraje se sitúa cerca de la Central Térmica Barranco de Tirajana con arqueta de transición a 100–150 m de costa, tramo terrestre soterrado y subestación de nueva construcción a 66 kV con protecciones, control y medida e interconexión con red de transporte (incluyendo enlace a 220 kV hacia subestación REE).;"1. Introducción (1.1 Objeto instalación); 2. Definición y características (2.1 Ubicación; 2.2 Descripción: unidades de producción; línea evacuación; 2.3 Viabilidad técnica); 3. Diagnóstico territorial y del medio ambiente (clima, batimetría, fondos, hidrografía, masas de agua, HIC, aves, cetáceos/tortugas, paisaje, usos, turismo, pesca, navegación, infraestructuras, servidumbres, patrimonio, OEM/POEM); 4. Alternativas e impactos (alternativa 0; emplazamiento; aterraje y trazado; subestación; comparación; alternativa preferente); 5. Evaluación de efectos (construcción/operación/desmantelamiento; mitigación y vigilancia); 6. Vulnerabilidad ante riesgos/catástrofes; 7. Otros aprovechamientos y proyectos; 8. Notas finales y firmas";Tecnoambiente;CANARRAYS S.L.;OFF0044-3;Parques eólicos marinos “Canarray I” (48 MW) y “Canarray II” (132 MW), frente a la costa del T. M. San Bartolomé de Tirajana (Gran Canaria);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0045;MenoriaPEM Tramuntana.pdf;2021;España | Cataluña (Girona, Golfo de Roses y bahía de Pals);Completo;Permitting / tramitación;Parque eólico marino flotante + plataformas + fondeos/anclajes + cables submarinos + transición mar-tierra + cable terrestre + subestación terrestre + conexión a red 400 kV;Documento Inicial de Proyecto (febrero 2021) para iniciar el procedimiento de evaluación de impacto ambiental y solicitar el Documento de Alcance del EsIA ordinario del “Parque Eólico Marino Flotante Tramuntana”. El promotor es PARC TRAMUNTANA S.L. (Bluefloat Energy y Sener Renewable Investments). El proyecto se ubica frente a la costa sur del Golfo de Roses y la bahía de Pals, a una distancia aproximada de 7,3 a 42 km de la costa. Plantea un parque eólico marino flotante de alrededor de 1 GW en fases: una primera fase comercial de 450 MW (30 aerogeneradores de 15 MW) y una segunda fase hasta ~975 MW (65 aerogeneradores de 15 MW), con producción anual estimada del orden de 4.000 GWh. Describe infraestructuras marítimas (aerogeneradores, plataformas, sistemas de sujeción al lecho, cables submarinos), transición marítimo-terrestre y obras en tierra (arquetas, conducción subterránea, subestación y líneas de conexión a nodos 400 kV como Santa Llogaia o La Farga), además de alternativas, diagnóstico ambiental y medidas.;"1. Introducción (1.1 Objeto; 1.2 Transición energética; 1.3 Papel eólica marina); 2. Motivación del procedimiento de evaluación ambiental; 3. Justificación de la actuación; 4. Ubicación del proyecto (criterios: recurso eólico, batimetría/distancia, conectividad red, zonificación, ENP, pesca, navegación aérea y marítima, morfología fondos; selección emplazamiento); 5. Definición y características (5.1 Fases; 5.2 Elementos: infraestructuras marítimas— aerogeneradores, plataformas, sujeción, cables; transición mar-tierra; infraestructuras terrestres— arquetas, conducción, subestación, líneas; 5.3 Metodología constructiva); 6. Diagnóstico del territorio; 7. Análisis de alternativas; 8. Evaluación de efectos; 9. Medidas; 10. Programa de seguimiento y vigilancia; 11. Conclusiones; 12. Autores; 13. Referencias; Anexos (mapas temáticos y planos).";SENER Ingeniería y Sistemas S.A. + Tecnoambiente, S.L.;PARC TRAMUNTANA S.L.;OFF0045-4;Parque eólico marino flotante “Tramuntana” (Girona, Cataluña);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0045;20210050 documento de alcance.pdf;2021;España | Cataluña (Girona);Completo;Permitting / tramitación;Parque eólico marino flotante + cables submarinos + transición mar-tierra + evacuación terrestre + subestación;Documento de alcance para la Evaluación de Impacto Ambiental del proyecto “Parque eólico marino flotante Tramuntana, Cataluña (Girona)”. Emitido por el Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección General de Calidad y Evaluación Ambiental – Subdirección General de Evaluación Ambiental) tras recibir la solicitud de determinación de alcance el 26/02/2021 y realizar consultas el 21/04/2021, establece la amplitud y el nivel de detalle exigidos al EsIA conforme a la Ley 21/2013. Define los contenidos mínimos para describir el proyecto en todas sus fases (construcción, explotación y desmantelamiento) y para todas las infraestructuras asociadas: aerogeneradores y plataformas flotantes con fondeo/anclajes, cables submarinos interarray y de exportación, salida a costa (zanja y/o PHD), arqueta de transición, red subterránea terrestre, líneas eléctricas, accesos, préstamos/vertederos e instalaciones auxiliares, y subestación transformadora. Exige análisis de alternativas, inventario ambiental marino-terrestre, evaluación de impactos y efectos acumulados/sinérgicos, medidas y programa de vigilancia ambiental.;"1. Objeto y descripción del proyecto (1.1 Objeto y relación con planificación sectorial; 1.2 Características del proyecto; 1.3 Recursos naturales a utilizar; 1.4 Tratamiento de residuos; 1.5 Otros proyectos y efectos acumulados/sinérgicos); 2. Examen de alternativas y justificación; 3. Inventario ambiental y procesos/interacciones clave (3.1 Clima y condiciones oceanográficas; 3.2 Geología y geomorfología; 3.3 Aire; 3.4 Agua; 3.5 Vegetación/flora y HIC terrestres; 3.6 Fauna terrestre y avifauna/quirópteros; [continúa]); 4. Identificación y valoración de impactos; 5. Medidas preventivas/correctoras/compensatorias; 6. Programa de vigilancia ambiental; 7. [Otros apartados y anexos según desarrollo del documento].";Ministerio para la Transición Ecológica y el Reto Demográfico (DG Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0045-1;Parque eólico marino flotante “Tramuntana” (Girona, Cataluña);2021;Comercial;Documento Inicial de Proyecto;"Evaluación de Impacto Ambiental (inicio/consultas previas); Evaluación de Impacto Ambiental (determinación de alcance)";Disponible
OFF0046;DOC_INICIAL_COLOMBINO.pdf;2021;"España | Canarias (Gran Canaria: Pozo Izquierdo; ámbito terrestre en San Bartolomé de Tirajana y Santa Lucía de Tirajana)";Completo;Permitting / tramitación;Parque eólico marino (cimentación de gravedad ELISA) + cables submarinos 66 kV + transición mar-tierra + cable terrestre 66 kV + subestación elevadora 66/220 kV + cable 220 kV a SE Barranco de Tirajana III;"Documento Inicial del Proyecto (ref. P20D1-DOC-INIC-EIA-COLOMBINO-R05; 14/01/2021) para iniciar la evaluación de impacto ambiental ordinaria (Ley 21/2013) del “Parque Eólico Marino Colombino” de 49,9 MW en Pozo Izquierdo (SE de Gran Canaria). El proyecto plantea 4 aerogeneradores GE Haliade-X de 12 MW sobre estructuras de gravedad con tecnología ELISA, instalados en mar territorial frente a la central térmica de Tirajana, con profundidades aprox. 20–60 m y ocupación del orden de 340 ha. Define alternativas de implantación y de evacuación, e incluye diagnóstico ambiental y socioeconómico, vulnerabilidad, impactos potenciales, medidas y plan de vigilancia. La evacuación eléctrica se basa en red submarina a 66 kV con cables híbridos (potencia + FO), arqueta de transición mar-tierra, línea subterránea en tierra y subestación elevadora 66/220 kV, conectando finalmente con la Subestación Barranco de Tirajana III (220 kV) de REE.";"1. Introducción; 2. Justificación del proyecto (2.1 Estrategia energética de Canarias 2025 – EECan25; 2.2 Objetivos estratégicos); 3. Tramitación ambiental; 4. Definición, características y ubicación (4.1 Ubicación: ámbito marino/terrestre; 4.2 Características: turbina, torre, evacuación, subestación elevadora y de conexión, instalación/mantenimiento; 4.3 Viabilidad técnica); 5. Definición y evaluación de alternativas (parque; evacuación/conexión; valoración; soluciones tecnológicas); 6. Diagnóstico territorial. Estudio del medio; 7. Análisis de potenciales impactos (incl. sinergias); 8. Vulnerabilidad; 9. Medidas de protección; 10. Plan de Vigilancia Ambiental (PVA).";"Grupo COBRA (documento preparado por COBRA; autores: Lourdes Cabello Pérez, Ruth González García, Enrique Kroebel Bravo, Baptiste Boyet, José Ignacio Barreiro, Javier Nieto Calduch)";Por confirmar;OFF0046-1;Parque eólico marino “Colombino”, de 49,9 MW, en Pozo Izquierdo (T. M. Santa Lucía de Tirajana, Gran Canaria);2021;Comercial;Documento Inicial de Proyecto;Evaluación de Impacto Ambiental (inicio/consultas previas);Disponible
